"symbol"	"log2fc"	"pv"	"fdr"	"dataset_id"	"dataset_annot"
"PAPPA"	-1.4120789	0.0193214	0.438	"GSE781"	"renal_cell_carcinoma"
"PYROXD2"	-1.412231	0.0072841	0.38	"GSE781"	"renal_cell_carcinoma"
"RNF183"	-1.413743	0.0071559	0.379	"GSE781"	"renal_cell_carcinoma"
"HAGLROS"	-1.4138181	0.011371	0.414	"GSE781"	"renal_cell_carcinoma"
"BTBD17"	-1.4163256	0.00155	0.322	"GSE781"	"renal_cell_carcinoma"
"C16orf52"	-1.4172801	0.0148618	0.422	"GSE781"	"renal_cell_carcinoma"
"KIAA2022"	-1.4193115	0.0364573	0.484	"GSE781"	"renal_cell_carcinoma"
"EVI5L"	-1.4200052	0.0428638	0.494	"GSE781"	"renal_cell_carcinoma"
"SCN2A"	-1.4240141	0.0130241	0.417	"GSE781"	"renal_cell_carcinoma"
"SPPL2B"	-1.4248087	0.0004216	0.318	"GSE781"	"renal_cell_carcinoma"
"LOC105376689"	-1.4263906	0.0309582	0.475	"GSE781"	"renal_cell_carcinoma"
"SLIT2"	-1.4273763	0.0391407	0.489	"GSE781"	"renal_cell_carcinoma"
"LOC149703"	-1.4290992	0.016131	0.43	"GSE781"	"renal_cell_carcinoma"
"MAP3K12"	-1.4319853	0.0451869	0.498	"GSE781"	"renal_cell_carcinoma"
"NPRL3"	-1.43376	0.0227756	0.448	"GSE781"	"renal_cell_carcinoma"
"TMC5"	-1.435159	0.0381178	0.487	"GSE781"	"renal_cell_carcinoma"
"SLC43A2"	-1.4353846	0.0078577	0.385	"GSE781"	"renal_cell_carcinoma"
"ANK2"	-1.4366117	0.0037787	0.339	"GSE781"	"renal_cell_carcinoma"
"DPP10"	-1.43675	0.0339798	0.476	"GSE781"	"renal_cell_carcinoma"
"SDCCAG3"	-1.4374137	0.0333043	0.476	"GSE781"	"renal_cell_carcinoma"
"ZNF503-AS2"	-1.4377664	0.007743	0.383	"GSE781"	"renal_cell_carcinoma"
"EP400"	-1.4432123	0.000778	0.322	"GSE781"	"renal_cell_carcinoma"
"SORD"	-1.4457492	0.0118997	0.416	"GSE781"	"renal_cell_carcinoma"
"SMIM4"	-1.4460427	0.0173713	0.437	"GSE781"	"renal_cell_carcinoma"
"CDH26"	-1.4469139	0.0185675	0.438	"GSE781"	"renal_cell_carcinoma"
"RNF150"	-1.4480331	0.0035656	0.339	"GSE781"	"renal_cell_carcinoma"
"PTPN5"	-1.4532466	0.0453537	0.498	"GSE781"	"renal_cell_carcinoma"
"UBR3"	-1.454268	0.0468408	0.502	"GSE781"	"renal_cell_carcinoma"
"PARM1"	-1.4544311	0.0182081	0.437	"GSE781"	"renal_cell_carcinoma"
"C1orf64"	-1.4547759	0.0332914	0.476	"GSE781"	"renal_cell_carcinoma"
"ADAMTS8"	-1.456205	0.0082608	0.387	"GSE781"	"renal_cell_carcinoma"
"C21orf62"	-1.4578801	0.0177486	0.437	"GSE781"	"renal_cell_carcinoma"
"ENAM"	-1.4591089	0.0243993	0.457	"GSE781"	"renal_cell_carcinoma"
"RAB11FIP3"	-1.4592156	0.0111126	0.413	"GSE781"	"renal_cell_carcinoma"
"L2HGDH"	-1.4604329	0.02334	0.453	"GSE781"	"renal_cell_carcinoma"
"RAB11FIP4"	-1.4605159	0.0210194	0.44	"GSE781"	"renal_cell_carcinoma"
"MEG3"	-1.4611243	0.0098354	0.403	"GSE781"	"renal_cell_carcinoma"
"AVPR1A"	-1.4685992	0.0039583	0.342	"GSE781"	"renal_cell_carcinoma"
"ADAMTS9-AS2"	-1.4693985	0.0393837	0.489	"GSE781"	"renal_cell_carcinoma"
"LOC101928647"	-1.4715724	0.0008854	0.322	"GSE781"	"renal_cell_carcinoma"
"IPMK"	-1.4718443	0.0461873	0.5	"GSE781"	"renal_cell_carcinoma"
"EIF4E"	-1.4749045	0.0464529	0.5	"GSE781"	"renal_cell_carcinoma"
"IP6K3"	-1.4787082	0.047348	0.505	"GSE781"	"renal_cell_carcinoma"
"GNG8"	-1.4798953	0.020294	0.438	"GSE781"	"renal_cell_carcinoma"
"RBBP6"	-1.4801109	0.0046601	0.357	"GSE781"	"renal_cell_carcinoma"
"BHLHE41"	-1.4801341	0.0465471	0.5	"GSE781"	"renal_cell_carcinoma"
"TBC1D24"	-1.4807705	0.0171331	0.435	"GSE781"	"renal_cell_carcinoma"
"LINC00238"	-1.48385	0.0452953	0.498	"GSE781"	"renal_cell_carcinoma"
"SPATA33"	-1.4838699	0.0067274	0.371	"GSE781"	"renal_cell_carcinoma"
"CLCN5"	-1.4845391	0.0172976	0.436	"GSE781"	"renal_cell_carcinoma"
"C5orf63"	-1.485135	0.006016	0.365	"GSE781"	"renal_cell_carcinoma"
"EPN3"	-1.4855662	0.0065845	0.368	"GSE781"	"renal_cell_carcinoma"
"ARHGEF40"	-1.4866097	0.0123218	0.416	"GSE781"	"renal_cell_carcinoma"
"LINC00475"	-1.4918295	0.0194015	0.438	"GSE781"	"renal_cell_carcinoma"
"SLC2A9"	-1.4932361	0.0220751	0.448	"GSE781"	"renal_cell_carcinoma"
"DUSP15"	-1.4940065	0.0018109	0.322	"GSE781"	"renal_cell_carcinoma"
"ADAMTS13"	-1.4944848	0.0183739	0.437	"GSE781"	"renal_cell_carcinoma"
"CSMD1"	-1.4956983	0.0333489	0.476	"GSE781"	"renal_cell_carcinoma"
"YIPF4"	-1.4982332	0.0291657	0.469	"GSE781"	"renal_cell_carcinoma"
"ASPDH"	-1.4986339	0.0242607	0.457	"GSE781"	"renal_cell_carcinoma"
"RBBP8NL"	-1.4990517	0.0143209	0.422	"GSE781"	"renal_cell_carcinoma"
"PRSS35"	-1.5030573	0.035198	0.481	"GSE781"	"renal_cell_carcinoma"
"SARM1"	-1.5039811	0.0062144	0.367	"GSE781"	"renal_cell_carcinoma"
"ARHGEF26-AS1"	-1.5049556	0.0407173	0.493	"GSE781"	"renal_cell_carcinoma"
"WNK4"	-1.5051356	0.025995	0.462	"GSE781"	"renal_cell_carcinoma"
"MIR6778///SHMT1"	-1.510281	0.0222909	0.448	"GSE781"	"renal_cell_carcinoma"
"CFAP43"	-1.5121408	0.0020395	0.322	"GSE781"	"renal_cell_carcinoma"
"LOC101930349///LOC101930344///CGNL1"	-1.5136141	0.0107399	0.411	"GSE781"	"renal_cell_carcinoma"
"AIF1L"	-1.5141038	0.0191245	0.438	"GSE781"	"renal_cell_carcinoma"
"AGMAT"	-1.515571	0.0307409	0.475	"GSE781"	"renal_cell_carcinoma"
"RNF157-AS1"	-1.5161646	0.0266567	0.462	"GSE781"	"renal_cell_carcinoma"
"CELF4"	-1.5186331	0.0345375	0.48	"GSE781"	"renal_cell_carcinoma"
"TRPM6"	-1.519673	0.0145125	0.422	"GSE781"	"renal_cell_carcinoma"
"C10orf53"	-1.5197525	0.004364	0.352	"GSE781"	"renal_cell_carcinoma"
"AGO4"	-1.5203413	0.0057753	0.361	"GSE781"	"renal_cell_carcinoma"
"B4GALNT4"	-1.5216857	0.024602	0.457	"GSE781"	"renal_cell_carcinoma"
"MROH8"	-1.525974	0.0421243	0.493	"GSE781"	"renal_cell_carcinoma"
"LOC100507855///AK4"	-1.5280644	0.030023	0.472	"GSE781"	"renal_cell_carcinoma"
"TOR4A"	-1.5312318	0.014402	0.422	"GSE781"	"renal_cell_carcinoma"
"LURAP1"	-1.5319103	0.0014942	0.322	"GSE781"	"renal_cell_carcinoma"
"SH3BGRL2"	-1.5392304	0.0428164	0.494	"GSE781"	"renal_cell_carcinoma"
"AVPR1A"	-1.5399429	0.020261	0.438	"GSE781"	"renal_cell_carcinoma"
"SLC38A1"	-1.5431579	0.0074642	0.381	"GSE781"	"renal_cell_carcinoma"
"SMTNL2"	-1.5445218	0.0382836	0.488	"GSE781"	"renal_cell_carcinoma"
"DHX30"	-1.5457291	0.033238	0.476	"GSE781"	"renal_cell_carcinoma"
"SGK2"	-1.547062	0.0105716	0.41	"GSE781"	"renal_cell_carcinoma"
"RANBP10"	-1.5493352	0.0008744	0.322	"GSE781"	"renal_cell_carcinoma"
"INF2"	-1.5519575	0.0193875	0.438	"GSE781"	"renal_cell_carcinoma"
"CHDH"	-1.5519821	0.0396345	0.49	"GSE781"	"renal_cell_carcinoma"
"KCNJ16"	-1.5528388	0.0348863	0.481	"GSE781"	"renal_cell_carcinoma"
"HOXB-AS3"	-1.5550359	0.00841	0.389	"GSE781"	"renal_cell_carcinoma"
"LOC401052"	-1.5571582	0.0037643	0.339	"GSE781"	"renal_cell_carcinoma"
"LINC01588"	-1.5578848	0.0023743	0.322	"GSE781"	"renal_cell_carcinoma"
"WNK4"	-1.5588263	0.0452487	0.498	"GSE781"	"renal_cell_carcinoma"
"DANCR"	-1.5600664	0.035291	0.481	"GSE781"	"renal_cell_carcinoma"
"EPB41L5"	-1.560537	0.0423495	0.493	"GSE781"	"renal_cell_carcinoma"
"ADGRF1"	-1.5616568	0.0274735	0.464	"GSE781"	"renal_cell_carcinoma"
"PRDM15"	-1.5666943	0.008088	0.387	"GSE781"	"renal_cell_carcinoma"
"ZNF821"	-1.5673322	0.0049784	0.357	"GSE781"	"renal_cell_carcinoma"
"COL26A1"	-1.5754905	0.0052241	0.357	"GSE781"	"renal_cell_carcinoma"
"ARGLU1"	-1.5810334	0.0017859	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC4A9"	-1.5817493	0.0134985	0.418	"GSE781"	"renal_cell_carcinoma"
"LINC00689"	-1.5856301	0.0261653	0.462	"GSE781"	"renal_cell_carcinoma"
"ESPN"	-1.5877493	0.0244785	0.457	"GSE781"	"renal_cell_carcinoma"
"MARVELD3"	-1.5941491	0.0058887	0.364	"GSE781"	"renal_cell_carcinoma"
"LOC152286"	-1.5954103	0.0006173	0.322	"GSE781"	"renal_cell_carcinoma"
"LOC100134822"	-1.6027589	0.0252637	0.46	"GSE781"	"renal_cell_carcinoma"
"LYSMD4"	-1.6045867	0.002498	0.322	"GSE781"	"renal_cell_carcinoma"
"TRIM6"	-1.60842	0.0135731	0.418	"GSE781"	"renal_cell_carcinoma"
"GREM2"	-1.6091307	0.0301462	0.472	"GSE781"	"renal_cell_carcinoma"
"SHISA3"	-1.6095525	0.0379689	0.487	"GSE781"	"renal_cell_carcinoma"
"NBAS"	-1.6106274	0.008265	0.387	"GSE781"	"renal_cell_carcinoma"
"SLC13A3"	-1.6110019	0.0076247	0.383	"GSE781"	"renal_cell_carcinoma"
"C2orf40"	-1.6250654	0.0318652	0.475	"GSE781"	"renal_cell_carcinoma"
"BCL2L10"	-1.6267677	0.009391	0.399	"GSE781"	"renal_cell_carcinoma"
"GGACT"	-1.6336744	0.0229894	0.448	"GSE781"	"renal_cell_carcinoma"
"PACRG"	-1.6381253	0.0488383	0.507	"GSE781"	"renal_cell_carcinoma"
"SLC13A3"	-1.6424415	0.0293051	0.469	"GSE781"	"renal_cell_carcinoma"
"CYB5RL"	-1.6453661	0.0132608	0.417	"GSE781"	"renal_cell_carcinoma"
"PAPPA"	-1.6462372	0.0280797	0.467	"GSE781"	"renal_cell_carcinoma"
"CCDC8"	-1.6505255	0.0352549	0.481	"GSE781"	"renal_cell_carcinoma"
"TTC36"	-1.6549107	0.0440393	0.496	"GSE781"	"renal_cell_carcinoma"
"GPR180"	-1.6589317	0.0308608	0.475	"GSE781"	"renal_cell_carcinoma"
"PCDH9"	-1.6617155	0.0412207	0.493	"GSE781"	"renal_cell_carcinoma"
"NTNG1"	-1.6667044	0.006811	0.371	"GSE781"	"renal_cell_carcinoma"
"FAM92A1"	-1.6698047	0.0064754	0.368	"GSE781"	"renal_cell_carcinoma"
"CYP8B1"	-1.6698633	0.0169162	0.435	"GSE781"	"renal_cell_carcinoma"
"KIAA1211"	-1.6725217	0.0315209	0.475	"GSE781"	"renal_cell_carcinoma"
"PPARA"	-1.675579	0.0098986	0.404	"GSE781"	"renal_cell_carcinoma"
"RGMA"	-1.67684	0.0047469	0.357	"GSE781"	"renal_cell_carcinoma"
"SAMD5"	-1.6789152	0.0355265	0.481	"GSE781"	"renal_cell_carcinoma"
"CLEC12B"	-1.680847	0.0035792	0.339	"GSE781"	"renal_cell_carcinoma"
"USP2"	-1.6828226	0.0060689	0.367	"GSE781"	"renal_cell_carcinoma"
"LINC01503"	-1.6833509	0.0012312	0.322	"GSE781"	"renal_cell_carcinoma"
"WDR1"	-1.6844416	0.0081821	0.387	"GSE781"	"renal_cell_carcinoma"
"LINC00982"	-1.687332	0.0031209	0.327	"GSE781"	"renal_cell_carcinoma"
"MYCN"	-1.687463	0.0061491	0.367	"GSE781"	"renal_cell_carcinoma"
"DNER"	-1.689498	0.0161068	0.43	"GSE781"	"renal_cell_carcinoma"
"MTURN"	-1.6909191	0.0017619	0.322	"GSE781"	"renal_cell_carcinoma"
"RNA45S5"	-1.6911363	0.0265205	0.462	"GSE781"	"renal_cell_carcinoma"
"LOC102724197///LOC100132705///GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1"	-1.6955684	0.0058537	0.364	"GSE781"	"renal_cell_carcinoma"
"TRA2B"	-1.6974785	0.011332	0.414	"GSE781"	"renal_cell_carcinoma"
"AIF1L"	-1.7005379	0.0117164	0.416	"GSE781"	"renal_cell_carcinoma"
"LINC00853"	-1.7042517	0.0022196	0.322	"GSE781"	"renal_cell_carcinoma"
"STPG1"	-1.7060094	0.0082411	0.387	"GSE781"	"renal_cell_carcinoma"
"VEPH1"	-1.7064056	0.0269941	0.463	"GSE781"	"renal_cell_carcinoma"
"AMN"	-1.7064173	0.0455918	0.499	"GSE781"	"renal_cell_carcinoma"
"NCAM1"	-1.7207474	0.0211075	0.44	"GSE781"	"renal_cell_carcinoma"
"ERP27"	-1.7234283	0.0020853	0.322	"GSE781"	"renal_cell_carcinoma"
"FCAMR"	-1.72388	0.0105056	0.41	"GSE781"	"renal_cell_carcinoma"
"DNAH9"	-1.7252512	0.0193967	0.438	"GSE781"	"renal_cell_carcinoma"
"FTCD"	-1.7296003	0.0491716	0.508	"GSE781"	"renal_cell_carcinoma"
"PRLR"	-1.7327018	0.0105899	0.41	"GSE781"	"renal_cell_carcinoma"
"NRK"	-1.737257	0.009636	0.4	"GSE781"	"renal_cell_carcinoma"
"POLRMT"	-1.7390351	0.0026298	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC16A10"	-1.7462212	0.0375811	0.485	"GSE781"	"renal_cell_carcinoma"
"NRG4"	-1.7463759	0.0010746	0.322	"GSE781"	"renal_cell_carcinoma"
"LOC100507334///LOC100288570///LIMS3-LOC440895///LOC440895"	-1.7478998	0.0384474	0.488	"GSE781"	"renal_cell_carcinoma"
"PRR15"	-1.7479161	0.0170641	0.435	"GSE781"	"renal_cell_carcinoma"
"CRB1"	-1.7530893	0.0143347	0.422	"GSE781"	"renal_cell_carcinoma"
"TMC5"	-1.7532817	0.0018589	0.322	"GSE781"	"renal_cell_carcinoma"
"QPRT"	-1.7577725	0.009456	0.399	"GSE781"	"renal_cell_carcinoma"
"SUCNR1"	-1.7583876	0.0157475	0.427	"GSE781"	"renal_cell_carcinoma"
"BICDL1"	-1.7612838	0.006722	0.371	"GSE781"	"renal_cell_carcinoma"
"ATP5S"	-1.7627213	0.0061357	0.367	"GSE781"	"renal_cell_carcinoma"
"TENM2"	-1.7687419	0.0104283	0.408	"GSE781"	"renal_cell_carcinoma"
"LOC400768"	-1.7700645	0.0054522	0.359	"GSE781"	"renal_cell_carcinoma"
"FEM1A"	-1.7729727	0.0031512	0.328	"GSE781"	"renal_cell_carcinoma"
"CASC15"	-1.7751367	0.0015228	0.322	"GSE781"	"renal_cell_carcinoma"
"LINC00982"	-1.7854985	0.021041	0.44	"GSE781"	"renal_cell_carcinoma"
"PLPP4"	-1.7858769	0.0088079	0.395	"GSE781"	"renal_cell_carcinoma"
"GLYAT"	-1.7885215	0.0151686	0.424	"GSE781"	"renal_cell_carcinoma"
"TMEM178A"	-1.7888425	0.0020439	0.322	"GSE781"	"renal_cell_carcinoma"
"CNTN3"	-1.7965422	0.0412592	0.493	"GSE781"	"renal_cell_carcinoma"
"C1orf168"	-1.807587	0.0176914	0.437	"GSE781"	"renal_cell_carcinoma"
"FAM132A"	-1.8104505	0.0329968	0.476	"GSE781"	"renal_cell_carcinoma"
"KDF1"	-1.8137993	0.0050414	0.357	"GSE781"	"renal_cell_carcinoma"
"SMIM5"	-1.8187246	0.0027378	0.322	"GSE781"	"renal_cell_carcinoma"
"TTC23"	-1.8225627	0.0124673	0.416	"GSE781"	"renal_cell_carcinoma"
"HOGA1"	-1.8232825	0.009305	0.399	"GSE781"	"renal_cell_carcinoma"
"FAM225B///FAM225A"	-1.8284513	0.0021888	0.322	"GSE781"	"renal_cell_carcinoma"
"WDR72"	-1.8368214	0.0299483	0.472	"GSE781"	"renal_cell_carcinoma"
"PLEKHA5"	-1.8445346	0.0482984	0.506	"GSE781"	"renal_cell_carcinoma"
"SUSD4"	-1.8482099	0.020615	0.44	"GSE781"	"renal_cell_carcinoma"
"SLC30A2"	-1.8483958	0.0023513	0.322	"GSE781"	"renal_cell_carcinoma"
"SDSL"	-1.8533623	0.0214333	0.443	"GSE781"	"renal_cell_carcinoma"
"MIR424///MIR503HG"	-1.8606238	0.0143189	0.422	"GSE781"	"renal_cell_carcinoma"
"MFSD4A"	-1.8615886	0.0162401	0.43	"GSE781"	"renal_cell_carcinoma"
"FLJ42627"	-1.8631579	2.14e-05	0.162	"GSE781"	"renal_cell_carcinoma"
"CNTN1"	-1.864497	0.0456097	0.499	"GSE781"	"renal_cell_carcinoma"
"IRX2"	-1.8682288	0.0273873	0.464	"GSE781"	"renal_cell_carcinoma"
"MFSD3"	-1.8709188	0.0360353	0.483	"GSE781"	"renal_cell_carcinoma"
"FAM169A"	-1.8721412	0.0165601	0.432	"GSE781"	"renal_cell_carcinoma"
"SFXN2"	-1.8737901	0.0021109	0.322	"GSE781"	"renal_cell_carcinoma"
"NAPSA"	-1.8844631	0.0096513	0.4	"GSE781"	"renal_cell_carcinoma"
"CHDH"	-1.8955533	0.0493197	0.509	"GSE781"	"renal_cell_carcinoma"
"LTBR"	-1.8965954	0.0029562	0.324	"GSE781"	"renal_cell_carcinoma"
"CLSTN2"	-1.8975452	0.0088803	0.395	"GSE781"	"renal_cell_carcinoma"
"SLC23A1"	-1.904538	0.0168522	0.435	"GSE781"	"renal_cell_carcinoma"
"LOC283075"	-1.9149043	0.019192	0.438	"GSE781"	"renal_cell_carcinoma"
"ACSM2A"	-1.9161432	0.0273269	0.464	"GSE781"	"renal_cell_carcinoma"
"PRO0471"	-1.9247834	0.0201662	0.438	"GSE781"	"renal_cell_carcinoma"
"BMPR1B"	-1.936953	0.038012	0.487	"GSE781"	"renal_cell_carcinoma"
"PRDM11"	-1.9440469	0.0015439	0.322	"GSE781"	"renal_cell_carcinoma"
"LINC01096"	-1.9445262	0.0010909	0.322	"GSE781"	"renal_cell_carcinoma"
"ZNF347"	-1.945455	0.0042914	0.352	"GSE781"	"renal_cell_carcinoma"
"PFKFB2"	-1.9504204	0.0015677	0.322	"GSE781"	"renal_cell_carcinoma"
"FREM1"	-1.9562731	0.0187499	0.438	"GSE781"	"renal_cell_carcinoma"
"SLC13A3"	-1.9696726	0.0327266	0.476	"GSE781"	"renal_cell_carcinoma"
"C16orf89"	-1.9737834	0.0134824	0.418	"GSE781"	"renal_cell_carcinoma"
"ANKRD10"	-1.9779886	0.0054191	0.359	"GSE781"	"renal_cell_carcinoma"
"RALGAPA2"	-1.987771	0.0202981	0.438	"GSE781"	"renal_cell_carcinoma"
"DMRT2"	-1.991531	0.0125712	0.416	"GSE781"	"renal_cell_carcinoma"
"MGST1"	-1.9982951	0.0006462	0.322	"GSE781"	"renal_cell_carcinoma"
"SHMT1"	-2.0049675	0.0015237	0.322	"GSE781"	"renal_cell_carcinoma"
"PLG"	-2.0052827	0.0328995	0.476	"GSE781"	"renal_cell_carcinoma"
"LRIG2"	-2.0103189	0.0003595	0.318	"GSE781"	"renal_cell_carcinoma"
"LOC101926934"	-2.0128342	0.0012696	0.322	"GSE781"	"renal_cell_carcinoma"
"WDR72"	-2.0249463	0.0284844	0.469	"GSE781"	"renal_cell_carcinoma"
"LOC645321"	-2.028181	0.015027	0.424	"GSE781"	"renal_cell_carcinoma"
"SLC6A4"	-2.0319511	0.0197773	0.438	"GSE781"	"renal_cell_carcinoma"
"DHDH"	-2.0423982	0.0319294	0.475	"GSE781"	"renal_cell_carcinoma"
"HAO2"	-2.044326	0.0177829	0.437	"GSE781"	"renal_cell_carcinoma"
"LOC105375115"	-2.04581	0.0137431	0.419	"GSE781"	"renal_cell_carcinoma"
"MTHFD1L"	-2.0505176	0.0001155	0.262	"GSE781"	"renal_cell_carcinoma"
"PAPPA"	-2.0746277	0.019426	0.438	"GSE781"	"renal_cell_carcinoma"
"RNA45S5"	-2.0822287	0.0385994	0.488	"GSE781"	"renal_cell_carcinoma"
"KCNJ15"	-2.0845741	0.0080779	0.387	"GSE781"	"renal_cell_carcinoma"
"FTCD"	-2.0860642	0.0407237	0.493	"GSE781"	"renal_cell_carcinoma"
"AGXT2"	-2.0995362	0.0367616	0.485	"GSE781"	"renal_cell_carcinoma"
"NKAIN4"	-2.1086804	0.0145376	0.422	"GSE781"	"renal_cell_carcinoma"
"SLC16A9"	-2.1091928	0.0224331	0.448	"GSE781"	"renal_cell_carcinoma"
"MEG3"	-2.110877	0.0004986	0.322	"GSE781"	"renal_cell_carcinoma"
"AQP11"	-2.1184828	0.0299351	0.472	"GSE781"	"renal_cell_carcinoma"
"PRDM16"	-2.1413156	0.0276313	0.465	"GSE781"	"renal_cell_carcinoma"
"LIPH"	-2.1593643	0.0008409	0.322	"GSE781"	"renal_cell_carcinoma"
"C9orf24"	-2.1598375	0.0013956	0.322	"GSE781"	"renal_cell_carcinoma"
"MFSD4A"	-2.1778974	0.004224	0.352	"GSE781"	"renal_cell_carcinoma"
"FAM3B"	-2.1878745	0.0018861	0.322	"GSE781"	"renal_cell_carcinoma"
"MDM2"	-2.1881508	0.0042244	0.352	"GSE781"	"renal_cell_carcinoma"
"RASD1"	-2.1984499	0.0048147	0.357	"GSE781"	"renal_cell_carcinoma"
"THAP5"	-2.1988799	0.0142867	0.422	"GSE781"	"renal_cell_carcinoma"
"LOC100505984///ITGB6"	-2.2017342	0.0426409	0.493	"GSE781"	"renal_cell_carcinoma"
"SLC25A30"	-2.2193161	8.22e-05	0.261	"GSE781"	"renal_cell_carcinoma"
"HOXB-AS3"	-2.2247928	0.0024342	0.322	"GSE781"	"renal_cell_carcinoma"
"LINC01187"	-2.2557654	0.0032225	0.33	"GSE781"	"renal_cell_carcinoma"
"IYD"	-2.2862201	0.0290647	0.469	"GSE781"	"renal_cell_carcinoma"
"FTCD"	-2.2873029	0.0291757	0.469	"GSE781"	"renal_cell_carcinoma"
"TMEM174"	-2.291432	0.0096684	0.4	"GSE781"	"renal_cell_carcinoma"
"KCNJ15"	-2.2919387	0.0103509	0.408	"GSE781"	"renal_cell_carcinoma"
"ALDOB"	-2.3039903	0.019651	0.438	"GSE781"	"renal_cell_carcinoma"
"RMST"	-2.3067743	0.0086732	0.394	"GSE781"	"renal_cell_carcinoma"
"REEP6"	-2.3090097	0.0096179	0.4	"GSE781"	"renal_cell_carcinoma"
"TMPRSS2"	-2.3104023	0.003685	0.339	"GSE781"	"renal_cell_carcinoma"
"LOC389332"	-2.3111761	0.0125615	0.416	"GSE781"	"renal_cell_carcinoma"
"PLA2R1"	-2.3269626	0.0131338	0.417	"GSE781"	"renal_cell_carcinoma"
"HEPACAM2"	-2.3571266	0.0109554	0.411	"GSE781"	"renal_cell_carcinoma"
"PPP1R1A"	-2.3573529	0.014425	0.422	"GSE781"	"renal_cell_carcinoma"
"ALS2CL"	-2.3650614	0.0002027	0.306	"GSE781"	"renal_cell_carcinoma"
"IGSF11"	-2.3666123	0.0182116	0.437	"GSE781"	"renal_cell_carcinoma"
"DPP6"	-2.3744491	0.004084	0.344	"GSE781"	"renal_cell_carcinoma"
"SMIM24"	-2.3867306	0.0438304	0.495	"GSE781"	"renal_cell_carcinoma"
"MARVELD2"	-2.3892641	0.0109003	0.411	"GSE781"	"renal_cell_carcinoma"
"TMEM45B"	-2.4085414	0.0027006	0.322	"GSE781"	"renal_cell_carcinoma"
"SULT1C2"	-2.4176388	0.0005626	0.322	"GSE781"	"renal_cell_carcinoma"
"PALM3"	-2.417993	0.0152723	0.424	"GSE781"	"renal_cell_carcinoma"
"LDHD"	-2.4277945	0.0148074	0.422	"GSE781"	"renal_cell_carcinoma"
"SLC6A19"	-2.432493	0.0213075	0.442	"GSE781"	"renal_cell_carcinoma"
"FLJ22763"	-2.4453193	0.0120708	0.416	"GSE781"	"renal_cell_carcinoma"
"TRIM63"	-2.4635283	0.0065078	0.368	"GSE781"	"renal_cell_carcinoma"
"PIGR"	-2.4661893	0.0327696	0.476	"GSE781"	"renal_cell_carcinoma"
"LOC727944"	-2.474176	0.0039614	0.342	"GSE781"	"renal_cell_carcinoma"
"GPT2"	-2.4817459	0.0038815	0.342	"GSE781"	"renal_cell_carcinoma"
"FTCD"	-2.4893922	0.0314177	0.475	"GSE781"	"renal_cell_carcinoma"
"LOC101929036///PAH"	-2.5011107	0.0144861	0.422	"GSE781"	"renal_cell_carcinoma"
"TCF21"	-2.509191	0.0011239	0.322	"GSE781"	"renal_cell_carcinoma"
"RNF212B"	-2.5206893	0.003634	0.339	"GSE781"	"renal_cell_carcinoma"
"DMRT2"	-2.5219518	0.0022989	0.322	"GSE781"	"renal_cell_carcinoma"
"LINC00982"	-2.5375671	0.0006219	0.322	"GSE781"	"renal_cell_carcinoma"
"AQP2"	-2.5453579	0.0028883	0.324	"GSE781"	"renal_cell_carcinoma"
"EHF"	-2.5517736	0.0014264	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC6A19"	-2.5524046	0.0171408	0.435	"GSE781"	"renal_cell_carcinoma"
"LOC105377924"	-2.5673424	0.0203359	0.438	"GSE781"	"renal_cell_carcinoma"
"NKAIN4"	-2.5800202	0.0001054	0.262	"GSE781"	"renal_cell_carcinoma"
"ATP6V1G3"	-2.5918624	0.0044647	0.352	"GSE781"	"renal_cell_carcinoma"
"SLC47A2"	-2.6019555	0.0123754	0.416	"GSE781"	"renal_cell_carcinoma"
"PRODH2"	-2.6096515	0.012652	0.416	"GSE781"	"renal_cell_carcinoma"
"SLC12A3"	-2.6150218	0.0040277	0.343	"GSE781"	"renal_cell_carcinoma"
"SOST"	-2.6180102	0.0179556	0.437	"GSE781"	"renal_cell_carcinoma"
"ADGRF1"	-2.6380363	0.0078878	0.385	"GSE781"	"renal_cell_carcinoma"
"DNAJC12"	-2.6995543	0.0134195	0.418	"GSE781"	"renal_cell_carcinoma"
"NKAIN4"	-2.7757511	0.0024441	0.322	"GSE781"	"renal_cell_carcinoma"
"PSAT1"	-2.7791259	0.0089834	0.396	"GSE781"	"renal_cell_carcinoma"
"SLC22A7"	-2.7927683	0.0223987	0.448	"GSE781"	"renal_cell_carcinoma"
"SLC7A13"	-2.9254895	0.0065893	0.368	"GSE781"	"renal_cell_carcinoma"
"KNG1"	-2.9444116	0.0059494	0.364	"GSE781"	"renal_cell_carcinoma"
"SLC13A3"	-2.9518979	0.0028699	0.324	"GSE781"	"renal_cell_carcinoma"
"MIOX"	-2.9972652	0.0371682	0.485	"GSE781"	"renal_cell_carcinoma"
"GGT6"	-3.0292831	0.0057067	0.359	"GSE781"	"renal_cell_carcinoma"
"GPAT3"	-3.0511332	0.0092179	0.399	"GSE781"	"renal_cell_carcinoma"
"MUC15"	-3.0635855	0.0024308	0.322	"GSE781"	"renal_cell_carcinoma"
